DATE&SHIFT,DATE,SHIFT,OPERATOR,DENOMINATION,SERIES, QUANTITY , DRUM NUMBER ,CONTROL NUMBER,X,Y,Z
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0
,,,,,,,,,,,0